Textbox147,Textbox148,Textbox152,Table5Title_tbx3,Table5Title_tbx4,Textbox154,Textbox146,Textbox159,Table5Title_tbx2,Table5Title_tbx6
"Avocados: U.S. imports by value ($1,000)","Avocados: U.S. imports by volume (1,000 pounds)",Avocados: U.S. imports unit value ($ per pound),Avocados: U.S. import sources by value,Avocados: U.S. import sources by volume,"Avocados: U.S. exports by value ($1,000) ","Avocados: U.S. exports by volume (1,000 pounds)",Avocados: U.S. exports by unit value ($ per pound),Avocados: U.S. export destinations by value,Avocados: U.S. export destinations by volume

Textbox119,Textbox131,Textbox21,qq3,Textbox23,Textbox124,gen val mo_label,gen val mo_Chart4_CategoryGroup_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_label,gen val mo_Chart4_CategoryGroup_Chart4_CategoryGroup1_Value_Y,stat_year3,gen_qty_mo8,gen_qty_mo9,gen_qty_yr3
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2018,"34,651","97,056","376,688"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2018,"32,813","97,056","376,688"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2018,"29,592","97,056","376,688"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2018,"29,473","91,774","376,688"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2018,"33,843","91,774","376,688"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2018,"28,458","91,774","376,688"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2018,"34,246","90,855","376,688"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2018,"27,298","90,855","376,688"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2018,"29,312","90,855","376,688"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2017,"22,897","63,596","303,515"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2017,"19,496","63,596","303,515"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2017,"21,203","63,596","303,515"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2017,"23,619","74,105","303,515"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2017,"25,239","74,105","303,515"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2017,"25,248","74,105","303,515"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2017,"23,942","74,327","303,515"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2017,"25,949","74,327","303,515"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2017,"24,437","74,327","303,515"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2017,"31,964","91,487","303,515"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2017,"30,569","91,487","303,515"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2017,"28,954","91,487","303,515"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2016,"20,105","55,876","221,263"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2016,"17,744","55,876","221,263"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2016,"18,027","55,876","221,263"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2016,"19,825","54,115","221,263"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2016,"18,236","54,115","221,263"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2016,"16,054","54,115","221,263"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2016,"15,440","46,868","221,263"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2016,"16,186","46,868","221,263"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2016,"15,242","46,868","221,263"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2016,"19,353","64,404","221,263"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2016,"21,051","64,404","221,263"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2016,"24,001","64,404","221,263"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2015,"17,188","46,368","204,998"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2015,"14,644","46,368","204,998"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2015,"14,536","46,368","204,998"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2015,"17,539","55,087","204,998"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2015,"17,917","55,087","204,998"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2015,"19,631","55,087","204,998"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2015,"17,603","50,098","204,998"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2015,"16,584","50,098","204,998"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2015,"15,911","50,098","204,998"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2015,"18,499","53,445","204,998"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2015,"17,560","53,445","204,998"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2015,"17,386","53,445","204,998"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2014,"17,374","43,191","176,684"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2014,"12,223","43,191","176,684"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2014,"13,594","43,191","176,684"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2014,"13,475","46,037","176,684"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2014,"15,456","46,037","176,684"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2014,"17,106","46,037","176,684"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2014,"15,207","44,266","176,684"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2014,"15,329","44,266","176,684"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2014,"13,729","44,266","176,684"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2014,"14,807","43,189","176,684"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2014,"13,071","43,189","176,684"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2014,"15,312","43,189","176,684"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2013,"15,063","38,390","147,552"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2013,"11,035","38,390","147,552"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2013,"12,292","38,390","147,552"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2013,"12,001","35,070","147,552"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2013,"11,739","35,070","147,552"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2013,"11,330","35,070","147,552"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2013,"11,551","33,778","147,552"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2013,"12,167","33,778","147,552"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2013,"10,060","33,778","147,552"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2013,"12,931","40,316","147,552"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2013,"13,171","40,316","147,552"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2013,"14,213","40,316","147,552"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2012,"12,911","36,478","155,827"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2012,"11,158","36,478","155,827"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2012,"12,409","36,478","155,827"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2012,"11,806","41,297","155,827"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2012,"13,831","41,297","155,827"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2012,"15,660","41,297","155,827"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2012,"14,156","39,990","155,827"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2012,"14,630","39,990","155,827"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2012,"11,204","39,990","155,827"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2012,"13,840","38,061","155,827"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2012,"11,721","38,061","155,827"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2012,"12,500","38,061","155,827"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2011,"11,237","34,819","140,534"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2011,"11,901","34,819","140,534"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2011,"11,681","34,819","140,534"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2011,"11,530","34,086","140,534"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2011,"11,676","34,086","140,534"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2011,"10,880","34,086","140,534"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2011,"9,876","32,622","140,534"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2011,"11,591","32,622","140,534"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2011,"11,155","32,622","140,534"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2011,"13,884","39,007","140,534"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2011,"13,047","39,007","140,534"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2011,"12,076","39,007","140,534"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2010,"7,449","20,996","102,893"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2010,"5,902","20,996","102,893"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2010,"7,645","20,996","102,893"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2010,"7,090","24,220","102,893"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2010,"7,595","24,220","102,893"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2010,"9,535","24,220","102,893"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2010,"9,098","27,161","102,893"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2010,"9,549","27,161","102,893"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2010,"8,514","27,161","102,893"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2010,"9,278","30,515","102,893"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2010,"10,442","30,515","102,893"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2010,"10,794","30,515","102,893"
,Prepared or preserved ,Market year*,Quarter 1,Jan,Q1,,,,,2009,"7,839","20,851","80,205"
,Prepared or preserved ,Market year*,Quarter 1,Feb,Q1,,,,,2009,"6,217","20,851","80,205"
,Prepared or preserved ,Market year*,Quarter 1,Mar,Q1,,,,,2009,"6,795","20,851","80,205"
,Prepared or preserved ,Market year*,Quarter 2,Apr,Q2,,,,,2009,"6,772","18,296","80,205"
,Prepared or preserved ,Market year*,Quarter 2,May,Q2,,,,,2009,"5,493","18,296","80,205"
,Prepared or preserved ,Market year*,Quarter 2,Jun,Q2,,,,,2009,"6,031","18,296","80,205"
,Prepared or preserved ,Market year*,Quarter 3,Jul,Q3,,,,,2009,"6,510","18,685","80,205"
,Prepared or preserved ,Market year*,Quarter 3,Aug,Q3,,,,,2009,"6,490","18,685","80,205"
,Prepared or preserved ,Market year*,Quarter 3,Sep,Q3,,,,,2009,"5,685","18,685","80,205"
,Prepared or preserved ,Market year*,Quarter 4,Oct,Q4,,,,,2009,"7,710","22,373","80,205"
,Prepared or preserved ,Market year*,Quarter 4,Nov,Q4,,,,,2009,"6,979","22,373","80,205"
,Prepared or preserved ,Market year*,Quarter 4,Dec,Q4,,,,,2009,"7,684","22,373","80,205"

Textbox120,Textbox132,Textbox97,qq4,Textbox25,Textbox125,gen qty mo_label,gen qty mo_Chart5_CategoryGroup_label,gen qty mo_Chart5_CategoryGroup_Chart5_CategoryGroup1_label,gen qty mo_Chart5_CategoryGroup_Chart5_CategoryGroup1_Value_Y,stat_year4,gen_qty_mo10,gen_qty_mo11,gen_qty_yr4
,,,,,,gen qty mo,2009,,102877.314713208,,,,
,,,,,,gen qty mo,2009,,77480.5316941288,,,,
,,,,,,gen qty mo,2009,,86439.7079695146,,,,
,,,,,,gen qty mo,2009,,74690.4296472183,,,,
,,,,,,gen qty mo,2009,,55236.674285328,,,,
,,,,,,gen qty mo,2009,,54946.2461196162,,,,
,,,,,,gen qty mo,2009,,46103.3548690424,,,,
,,,,,,gen qty mo,2009,,82938.7275628115,,,,
,,,,,,gen qty mo,2009,,90122.0274053552,,,,
,,,,,,gen qty mo,2009,,97693.7795492459,,,,
,,,,,,gen qty mo,2009,,88737.5420358151,,,,
,,,,,,gen qty mo,2009,,94543.2415452667,,,,
,,,,,,gen qty mo,2010,,110977.922754741,,,,
,,,,,,gen qty mo,2010,,81091.3045120225,,,,
,,,,,,gen qty mo,2010,,89567.7830735998,,,,
,,,,,,gen qty mo,2010,,60707.2601331455,,,,
,,,,,,gen qty mo,2010,,46366.284776792,,,,
,,,,,,gen qty mo,2010,,37888.9331846565,,,,
,,,,,,gen qty mo,2010,,32321.837776945,,,,
,,,,,,gen qty mo,2010,,26394.4453033899,,,,
,,,,,,gen qty mo,2010,,38718.102775847,,,,
,,,,,,gen qty mo,2010,,61650.7570442598,,,,
,,,,,,gen qty mo,2010,,76736.2422785022,,,,
,,,,,,gen qty mo,2010,,98195.4965424132,,,,
,,,,,,gen qty mo,2011,,119050.177144735,,,,
,,,,,,gen qty mo,2011,,82960.0484681874,,,,
,,,,,,gen qty mo,2011,,80025.4686823767,,,,
,,,,,,gen qty mo,2011,,66248.1580102417,,,,
,,,,,,gen qty mo,2011,,50262.8670760048,,,,
,,,,,,gen qty mo,2011,,41281.298448649,,,,
,,,,,,gen qty mo,2011,,23534.2296432367,,,,
,,,,,,gen qty mo,2011,,57440.712682182,,,,
,,,,,,gen qty mo,2011,,92351.8598868848,,,,
,,,,,,gen qty mo,2011,,101182.103217477,,,,
,,,,,,gen qty mo,2011,,94418.0807097791,,,,
,,,,,,gen qty mo,2011,,106837.460691854,,,,
,,,,,,gen qty mo,2012,,134949.699440491,,,,
,,,,,,gen qty mo,2012,,97445.2899196695,,,,
,,,,,,gen qty mo,2012,,101860.487644446,,,,
,,,,,,gen qty mo,2012,,87486.5884538578,,,,
,,,,,,gen qty mo,2012,,66921.9546175347,,,,
,,,,,,gen qty mo,2012,,65323.1005627365,,,,
,,,,,,gen qty mo,2012,,53226.5170157073,,,,
,,,,,,gen qty mo,2012,,69665.0122223176,,,,
,,,,,,gen qty mo,2012,,69269.1545935837,,,,
,,,,,,gen qty mo,2012,,114218.038985091,,,,
,,,,,,gen qty mo,2012,,119587.106370418,,,,
,,,,,,gen qty mo,2012,,128015.850442987,,,,
,,,,,,gen qty mo,2013,,167602.67373986,,,,
,,,,,,gen qty mo,2013,,111168.42860474,,,,
,,,,,,gen qty mo,2013,,129819.355206526,,,,
,,,,,,gen qty mo,2013,,102693.823972392,,,,
,,,,,,gen qty mo,2013,,97903.5295501113,,,,
,,,,,,gen qty mo,2013,,73025.7389470639,,,,
,,,,,,gen qty mo,2013,,63871.6541903031,,,,
,,,,,,gen qty mo,2013,,64158.2022202005,,,,
,,,,,,gen qty mo,2013,,73871.1566069773,,,,
,,,,,,gen qty mo,2013,,123322.656419463,,,,
,,,,,,gen qty mo,2013,,125619.862168316,,,,
,,,,,,gen qty mo,2013,,127530.458680335,,,,
,,,,,,gen qty mo,2014,,173352.591887734,,,,
,,,,,,gen qty mo,2014,,129254.411841187,,,,
,,,,,,gen qty mo,2014,,144845.106190829,,,,
,,,,,,gen qty mo,2014,,117248.808660516,,,,
,,,,,,gen qty mo,2014,,103882.056040757,,,,
,,,,,,gen qty mo,2014,,124674.641242312,,,,
,,,,,,gen qty mo,2014,,119387.266148238,,,,
,,,,,,gen qty mo,2014,,111119.933520928,,,,
,,,,,,gen qty mo,2014,,141528.425621445,,,,
,,,,,,gen qty mo,2014,,158640.444062143,,,,
,,,,,,gen qty mo,2014,,139024.031643213,,,,
,,,,,,gen qty mo,2014,,144571.849830719,,,,
,,,,,,gen qty mo,2015,,193350.569366941,,,,
,,,,,,gen qty mo,2015,,138164.085520222,,,,
,,,,,,gen qty mo,2015,,149667.876908952,,,,
,,,,,,gen qty mo,2015,,129484.861043849,,,,
,,,,,,gen qty mo,2015,,140009.857308667,,,,
,,,,,,gen qty mo,2015,,143847.807669252,,,,
,,,,,,gen qty mo,2015,,167217.96929697,,,,
,,,,,,gen qty mo,2015,,158227.445492524,,,,
,,,,,,gen qty mo,2015,,173892.627426692,,,,
,,,,,,gen qty mo,2015,,178049.586680658,,,,
,,,,,,gen qty mo,2015,,173883.416513377,,,,
,,,,,,gen qty mo,2015,,166455.403559809,,,,
,,,,,,gen qty mo,2016,,228435.700979714,,,,
,,,,,,gen qty mo,2016,,170883.291092396,,,,
,,,,,,gen qty mo,2016,,183433.795414151,,,,
,,,,,,gen qty mo,2016,,178463.897000737,,,,
,,,,,,gen qty mo,2016,,141989.268911203,,,,
,,,,,,gen qty mo,2016,,89234.6094798729,,,,
,,,,,,gen qty mo,2016,,129447.799132953,,,,
,,,,,,gen qty mo,2016,,131574.574325401,,,,
,,,,,,gen qty mo,2016,,155448.739139946,,,,
,,,,,,gen qty mo,2016,,151707.399751896,,,,
,,,,,,gen qty mo,2016,,149557.899309462,,,,
,,,,,,gen qty mo,2016,,184930.778266839,,,,
,,,,,,gen qty mo,2017,,214329.720757869,,,,
,,,,,,gen qty mo,2017,,157957.183009935,,,,
,,,,,,gen qty mo,2017,,171411.082157312,,,,
,,,,,,gen qty mo,2017,,155963.447974224,,,,
,,,,,,gen qty mo,2017,,143675.694985786,,,,
,,,,,,gen qty mo,2017,,165174.606001419,,,,
,,,,,,gen qty mo,2017,,140089.552211824,,,,
,,,,,,gen qty mo,2017,,140621.906845567,,,,
,,,,,,gen qty mo,2017,,158129.721185566,,,,
,,,,,,gen qty mo,2017,,176367.519144998,,,,
,,,,,,gen qty mo,2017,,169803.775579382,,,,
,,,,,,gen qty mo,2017,,191072.6805215,,,,
,,,,,,gen qty mo,2018,,216704.99880763,,,,
,,,,,,gen qty mo,2018,,184357.9313294,,,,
,,,,,,gen qty mo,2018,,202821.451780593,,,,
,,,,,,gen qty mo,2018,,197118.595711828,,,,
,,,,,,gen qty mo,2018,,171803.489551643,,,,
,,,,,,gen qty mo,2018,,179372.869521593,,,,
,,,,,,gen qty mo,2018,,177085.714647272,,,,
,,,,,,gen qty mo,2018,,198703.029330057,,,,
,,,,,,gen qty mo,2018,,177493.792499199,,,,
,,,,,,gen qty mo,2018,,198662.900789094,,,,
,,,,,,gen qty mo,2018,,176578.142176422,,,,
,,,,,,gen qty mo,2018,,207941.69884295,,,,
,Fresh¹,Market year*,Quarter 1,Jan,Q1,,,,,2018,"216,705","603,884","2,288,645"
,Fresh¹,Market year*,Quarter 1,Feb,Q1,,,,,2018,"184,358","603,884","2,288,645"
,Fresh¹,Market year*,Quarter 1,Mar,Q1,,,,,2018,"202,821","603,884","2,288,645"
,Fresh¹,Market year*,Quarter 2,Apr,Q2,,,,,2018,"197,119","548,295","2,288,645"
,Fresh¹,Market year*,Quarter 2,May,Q2,,,,,2018,"171,803","548,295","2,288,645"
,Fresh¹,Market year*,Quarter 2,Jun,Q2,,,,,2018,"179,373","548,295","2,288,645"
,Fresh¹,Market year*,Quarter 3,Jul,Q3,,,,,2018,"177,086","553,283","2,288,645"
,Fresh¹,Market year*,Quarter 3,Aug,Q3,,,,,2018,"198,703","553,283","2,288,645"
,Fresh¹,Market year*,Quarter 3,Sep,Q3,,,,,2018,"177,494","553,283","2,288,645"
,Fresh¹,Market year*,Quarter 4,Oct,Q4,,,,,2018,"198,663","583,183","2,288,645"
,Fresh¹,Market year*,Quarter 4,Nov,Q4,,,,,2018,"176,578","583,183","2,288,645"
,Fresh¹,Market year*,Quarter 4,Dec,Q4,,,,,2018,"207,942","583,183","2,288,645"
,Fresh¹,Market year*,Quarter 1,Jan,Q1,,,,,2017,"214,330","543,698","1,984,597"
,Fresh¹,Market year*,Quarter 1,Feb,Q1,,,,,2017,"157,957","543,698","1,984,597"
,Fresh¹,Market year*,Quarter 1,Mar,Q1,,,,,2017,"171,411","543,698","1,984,597"
,Fresh¹,Market year*,Quarter 2,Apr,Q2,,,,,2017,"155,963","464,814","1,984,597"
,Fresh¹,Market year*,Quarter 2,May,Q2,,,,,2017,"143,676","464,814","1,984,597"
,Fresh¹,Market year*,Quarter 2,Jun,Q2,,,,,2017,"165,175","464,814","1,984,597"
,Fresh¹,Market year*,Quarter 3,Jul,Q3,,,,,2017,"140,090","438,841","1,984,597"
,Fresh¹,Market year*,Quarter 3,Aug,Q3,,,,,2017,"140,622","438,841","1,984,597"
,Fresh¹,Market year*,Quarter 3,Sep,Q3,,,,,2017,"158,130","438,841","1,984,597"
,Fresh¹,Market year*,Quarter 4,Oct,Q4,,,,,2017,"176,368","537,244","1,984,597"
,Fresh¹,Market year*,Quarter 4,Nov,Q4,,,,,2017,"169,804","537,244","1,984,597"
,Fresh¹,Market year*,Quarter 4,Dec,Q4,,,,,2017,"191,073","537,244","1,984,597"
,Fresh¹,Market year*,Quarter 1,Jan,Q1,,,,,2016,"228,436","582,753","1,895,108"
,Fresh¹,Market year*,Quarter 1,Feb,Q1,,,,,2016,"170,883","582,753","1,895,108"
,Fresh¹,Market year*,Quarter 1,Mar,Q1,,,,,2016,"183,434","582,753","1,895,108"
,Fresh¹,Market year*,Quarter 2,Apr,Q2,,,,,2016,"178,464","409,688","1,895,108"
,Fresh¹,Market year*,Quarter 2,May,Q2,,,,,2016,"141,989","409,688","1,895,108"
,Fresh¹,Market year*,Quarter 2,Jun,Q2,,,,,2016,"89,235","409,688","1,895,108"
,Fresh¹,Market year*,Quarter 3,Jul,Q3,,,,,2016,"129,448","416,471","1,895,108"
,Fresh¹,Market year*,Quarter 3,Aug,Q3,,,,,2016,"131,575","416,471","1,895,108"
,Fresh¹,Market year*,Quarter 3,Sep,Q3,,,,,2016,"155,449","416,471","1,895,108"
,Fresh¹,Market year*,Quarter 4,Oct,Q4,,,,,2016,"151,707","486,196","1,895,108"
,Fresh¹,Market year*,Quarter 4,Nov,Q4,,,,,2016,"149,558","486,196","1,895,108"
,Fresh¹,Market year*,Quarter 4,Dec,Q4,,,,,2016,"184,931","486,196","1,895,108"
,Fresh¹,Market year*,Quarter 1,Jan,Q1,,,,,2015,"193,351","481,183","1,912,252"
,Fresh¹,Market year*,Quarter 1,Feb,Q1,,,,,2015,"138,164","481,183","1,912,252"
,Fresh¹,Market year*,Quarter 1,Mar,Q1,,,,,2015,"149,668","481,183","1,912,252"
,Fresh¹,Market year*,Quarter 2,Apr,Q2,,,,,2015,"129,485","413,343","1,912,252"
,Fresh¹,Market year*,Quarter 2,May,Q2,,,,,2015,"140,010","413,343","1,912,252"
,Fresh¹,Market year*,Quarter 2,Jun,Q2,,,,,2015,"143,848","413,343","1,912,252"
,Fresh¹,Market year*,Quarter 3,Jul,Q3,,,,,2015,"167,218","499,338","1,912,252"
,Fresh¹,Market year*,Quarter 3,Aug,Q3,,,,,2015,"158,227","499,338","1,912,252"
,Fresh¹,Market year*,Quarter 3,Sep,Q3,,,,,2015,"173,893","499,338","1,912,252"
,Fresh¹,Market year*,Quarter 4,Oct,Q4,,,,,2015,"178,050","518,388","1,912,252"
,Fresh¹,Market year*,Quarter 4,Nov,Q4,,,,,2015,"173,883","518,388","1,912,252"
,Fresh¹,Market year*,Quarter 4,Dec,Q4,,,,,2015,"166,455","518,388","1,912,252"
,Fresh¹,Market year*,Quarter 1,Jan,Q1,,,,,2014,"173,353","447,452","1,607,530"
,Fresh¹,Market year*,Quarter 1,Feb,Q1,,,,,2014,"129,254","447,452","1,607,530"
,Fresh¹,Market year*,Quarter 1,Mar,Q1,,,,,2014,"144,845","447,452","1,607,530"
,Fresh¹,Market year*,Quarter 2,Apr,Q2,,,,,2014,"117,249","345,806","1,607,530"
,Fresh¹,Market year*,Quarter 2,May,Q2,,,,,2014,"103,882","345,806","1,607,530"
,Fresh¹,Market year*,Quarter 2,Jun,Q2,,,,,2014,"124,675","345,806","1,607,530"
,Fresh¹,Market year*,Quarter 3,Jul,Q3,,,,,2014,"119,387","372,036","1,607,530"
,Fresh¹,Market year*,Quarter 3,Aug,Q3,,,,,2014,"111,120","372,036","1,607,530"
,Fresh¹,Market year*,Quarter 3,Sep,Q3,,,,,2014,"141,528","372,036","1,607,530"
,Fresh¹,Market year*,Quarter 4,Oct,Q4,,,,,2014,"158,640","442,236","1,607,530"
,Fresh¹,Market year*,Quarter 4,Nov,Q4,,,,,2014,"139,024","442,236","1,607,530"
,Fresh¹,Market year*,Quarter 4,Dec,Q4,,,,,2014,"144,572","442,236","1,607,530"
,Fresh¹,Market year*,Quarter 1,Jan,Q1,,,,,2013,"167,603","408,590","1,260,588"
,Fresh¹,Market year*,Quarter 1,Feb,Q1,,,,,2013,"111,168","408,590","1,260,588"
,Fresh¹,Market year*,Quarter 1,Mar,Q1,,,,,2013,"129,819","408,590","1,260,588"
,Fresh¹,Market year*,Quarter 2,Apr,Q2,,,,,2013,"102,694","273,623","1,260,588"
,Fresh¹,Market year*,Quarter 2,May,Q2,,,,,2013,"97,904","273,623","1,260,588"
,Fresh¹,Market year*,Quarter 2,Jun,Q2,,,,,2013,"73,026","273,623","1,260,588"
,Fresh¹,Market year*,Quarter 3,Jul,Q3,,,,,2013,"63,872","201,901","1,260,588"
,Fresh¹,Market year*,Quarter 3,Aug,Q3,,,,,2013,"64,158","201,901","1,260,588"
,Fresh¹,Market year*,Quarter 3,Sep,Q3,,,,,2013,"73,871","201,901","1,260,588"
,Fresh¹,Market year*,Quarter 4,Oct,Q4,,,,,2013,"123,323","376,473","1,260,588"
,Fresh¹,Market year*,Quarter 4,Nov,Q4,,,,,2013,"125,620","376,473","1,260,588"
,Fresh¹,Market year*,Quarter 4,Dec,Q4,,,,,2013,"127,530","376,473","1,260,588"
,Fresh¹,Market year*,Quarter 1,Jan,Q1,,,,,2012,"134,950","334,255","1,107,969"
,Fresh¹,Market year*,Quarter 1,Feb,Q1,,,,,2012,"97,445","334,255","1,107,969"
,Fresh¹,Market year*,Quarter 1,Mar,Q1,,,,,2012,"101,860","334,255","1,107,969"
,Fresh¹,Market year*,Quarter 2,Apr,Q2,,,,,2012,"87,487","219,732","1,107,969"
